Year,Month,Day,Hour,Minute,GHI,Temperature
2008,1,1,0,30,0,-18
2008,1,1,1,30,0,-19
2008,1,1,2,30,0,-20
2008,1,1,3,30,0,-20
2008,1,1,4,30,0,-19
2008,1,1,5,30,0,-18
2008,1,1,6,30,0,-18
2008,1,1,7,30,0,-18
2008,1,1,8,30,76,-17
2008,1,1,9,30,237,-13
2008,1,1,10,30,373,-9
2008,1,1,11,30,462,-7
2008,1,1,12,30,492,-6
2008,1,1,13,30,462,-5
2008,1,1,14,30,373,-5
2008,1,1,15,30,237,-5
2008,1,1,16,30,78,-7
2008,1,1,17,30,0,-9
2008,1,1,18,30,0,-12
2008,1,1,19,30,0,-13
2008,1,1,20,30,0,-14
2008,1,1,21,30,0,-14
2008,1,1,22,30,0,-14
2008,1,1,23,30,0,-13
2008,1,2,0,30,0,-13
2008,1,2,1,30,0,-12
2008,1,2,2,30,0,-11
2008,1,2,3,30,0,-11
2008,1,2,4,30,0,-11
2008,1,2,5,30,0,-11
2008,1,2,6,30,0,-11
2008,1,2,7,30,0,-10
2008,1,2,8,30,49,-9
2008,1,2,9,30,160,-6
2008,1,2,10,30,370,-4
2008,1,2,11,30,384,-2
2008,1,2,12,30,384,-1
2008,1,2,13,30,325,0
2008,1,2,14,30,286,0
2008,1,2,15,30,183,0
2008,1,2,16,30,62,-3
2008,1,2,17,30,0,-6
2008,1,2,18,30,0,-7
2008,1,2,19,30,0,-9
2008,1,2,20,30,0,-10
2008,1,2,21,30,0,-11
2008,1,2,22,30,0,-11
2008,1,2,23,30,0,-11
2008,1,3,0,30,0,-11
2008,1,3,1,30,0,-10
2008,1,3,2,30,0,-10
2008,1,3,3,30,0,-10
2008,1,3,4,30,0,-9
2008,1,3,5,30,0,-8
2008,1,3,6,30,0,-7
2008,1,3,7,30,0,-7
2008,1,3,8,30,36,-5
2008,1,3,9,30,145,-2
2008,1,3,10,30,306,0
2008,1,3,11,30,213,0
2008,1,3,12,30,300,0
2008,1,3,13,30,179,0
2008,1,3,14,30,362,1
2008,1,3,15,30,27,1
