Year,Month,Day,Hour,Minute,GHI,Temperature
2012,1,1,0,30,0,-4
2012,1,1,1,30,0,-4
2012,1,1,2,30,0,-5
2012,1,1,3,30,0,-5
2012,1,1,4,30,0,-5
2012,1,1,5,30,0,-6
2012,1,1,6,30,0,-6
2012,1,1,7,30,0,-5
2012,1,1,8,30,35,-3
2012,1,1,9,30,144,-1
2012,1,1,10,30,350,1
2012,1,1,11,30,431,2
2012,1,1,12,30,462,3
2012,1,1,13,30,435,4
2012,1,1,14,30,351,3
2012,1,1,15,30,222,2
2012,1,1,16,30,71,0
2012,1,1,17,30,0,0
2012,1,1,18,30,0,0
2012,1,1,19,30,0,0
2012,1,1,20,30,0,0
2012,1,1,21,30,0,0
2012,1,1,22,30,0,0
2012,1,1,23,30,0,0
2012,1,2,0,30,0,-1
2012,1,2,1,30,0,-1
2012,1,2,2,30,0,-2
2012,1,2,3,30,0,-2
2012,1,2,4,30,0,-2
2012,1,2,5,30,0,-2
2012,1,2,6,30,0,-3
2012,1,2,7,30,0,-2
2012,1,2,8,30,68,-1
2012,1,2,9,30,220,1
2012,1,2,10,30,352,4
2012,1,2,11,30,430,6
2012,1,2,12,30,459,7
2012,1,2,13,30,430,7
2012,1,2,14,30,350,6
2012,1,2,15,30,164,4
2012,1,2,16,30,50,2
2012,1,2,17,30,0,1
2012,1,2,18,30,0,0
2012,1,2,19,30,0,0
2012,1,2,20,30,0,0
2012,1,2,21,30,0,0
2012,1,2,22,30,0,0
2012,1,2,23,30,0,0
2012,1,3,0,30,0,0
2012,1,3,1,30,0,0
2012,1,3,2,30,0,1
2012,1,3,3,30,0,1
2012,1,3,4,30,0,1
2012,1,3,5,30,0,1
2012,1,3,6,30,0,2
2012,1,3,7,30,0,2
2012,1,3,8,30,65,3
2012,1,3,9,30,217,5
2012,1,3,10,30,350,6
2012,1,3,11,30,437,7
2012,1,3,12,30,468,7
2012,1,3,13,30,442,7
2012,1,3,14,30,360,6
2012,1,3,15,30,230,5
2012,1,3,16,30,78,3
2012,1,3,17,30,0,3
2012,1,3,18,30,0,3
2012,1,3,19,30,0,3
2012,1,3,20,30,0,4
2012,1,3,21,30,0,3
2012,1,3,22,30,0,3
2012,1,3,23,30,0,2
2012,1,4,0,30,0,2
2012,1,4,1,30,0,1
2012,1,4,2,30,0,1
2012,1,4,3,30,0,0
2012,1,4,4,30,0,0
2012,1,4,5,30,0,0
2012,1,4,6,30,0,0
2012,1,4,7,30,0,0
2012,1,4,8,30,37,1
2012,1,4,9,30,143,3
2012,1,4,10,30,244,5
2012,1,4,11,30,334,7
2012,1,4,12,30,360,8
2012,1,4,13,30,317,8
2012,1,4,14,30,353,7
2012,1,4,15,30,226,6
2012,1,4,16,30,76,5
2012,1,4,17,30,0,3
2012,1,4,18,30,0,2
2012,1,4,19,30,0,2
2012,1,4,20,30,0,1
2012,1,4,21,30,0,1
2012,1,4,22,30,0,2
2012,1,4,23,30,0,2
2012,1,5,0,30,0,2
2012,1,5,1,30,0,1
2012,1,5,2,30,0,1
2012,1,5,3,30,0,0
2012,1,5,4,30,0,0
2012,1,5,5,30,0,0
2012,1,5,6,30,0,0
2012,1,5,7,30,0,0
2012,1,5,8,30,65,1
2012,1,5,9,30,215,4
2012,1,5,10,30,249,6
2012,1,5,11,30,430,7
2012,1,5,12,30,460,8
2012,1,5,13,30,433,8
2012,1,5,14,30,352,7
2012,1,5,15,30,227,6
2012,1,5,16,30,78,5
2012,1,5,17,30,0,4
2012,1,5,18,30,0,4
2012,1,5,19,30,0,4
2012,1,5,20,30,0,3
2012,1,5,21,30,0,3
2012,1,5,22,30,0,3
2012,1,5,23,30,0,2
2012,1,6,0,30,0,2
2012,1,6,1,30,0,1
2012,1,6,2,30,0,1
2012,1,6,3,30,0,0
2012,1,6,4,30,0,0
2012,1,6,5,30,0,0
2012,1,6,6,30,0,0
2012,1,6,7,30,0,0
2012,1,6,8,30,69,0
2012,1,6,9,30,226,2
2012,1,6,10,30,364,3
2012,1,6,11,30,452,4
2012,1,6,12,30,485,4
2012,1,6,13,30,458,4
2012,1,6,14,30,373,3
2012,1,6,15,30,240,2
2012,1,6,16,30,85,0
2012,1,6,17,30,0,0
2012,1,6,18,30,0,0
2012,1,6,19,30,0,0
2012,1,6,20,30,0,0
2012,1,6,21,30,0,0
2012,1,6,22,30,0,0
2012,1,6,23,30,0,0
2012,1,7,0,30,0,0
2012,1,7,1,30,0,0
2012,1,7,2,30,0,-1
2012,1,7,3,30,0,-1
2012,1,7,4,30,0,-1
2012,1,7,5,30,0,-1
2012,1,7,6,30,0,-1
2012,1,7,7,30,0,-2
2012,1,7,8,30,61,-1
2012,1,7,9,30,8,-1
2012,1,7,10,30,12,0
2012,1,7,11,30,28,0
2012,1,7,12,30,38,0
2012,1,7,13,30,74,0
2012,1,7,14,30,63,0
2012,1,7,15,30,72,0
2012,1,7,16,30,84,-2
2012,1,7,17,30,0,-3
2012,1,7,18,30,0,-4
2012,1,7,19,30,0,-5
2012,1,7,20,30,0,-5
2012,1,7,21,30,0,-5
2012,1,7,22,30,0,-5
2012,1,7,23,30,0,-6
2012,1,8,0,30,0,-6
2012,1,8,1,30,0,-6
2012,1,8,2,30,0,-6
2012,1,8,3,30,0,-6
2012,1,8,4,30,0,-6
2012,1,8,5,30,0,-6
2012,1,8,6,30,0,-6
2012,1,8,7,30,0,-6
2012,1,8,8,30,65,-5
2012,1,8,9,30,216,-3
2012,1,8,10,30,171,-2
2012,1,8,11,30,428,-1
2012,1,8,12,30,463,0
2012,1,8,13,30,189,0
2012,1,8,14,30,141,0
2012,1,8,15,30,21,-1
2012,1,8,16,30,21,-3
2012,1,8,17,30,0,-4
2012,1,8,18,30,0,-4
2012,1,8,19,30,0,-4
2012,1,8,20,30,0,-4
2012,1,8,21,30,0,-4
2012,1,8,22,30,0,-4
2012,1,8,23,30,0,-4
2012,1,9,0,30,0,-4
2012,1,9,1,30,0,-4
2012,1,9,2,30,0,-5
2012,1,9,3,30,0,-5
2012,1,9,4,30,0,-5
2012,1,9,5,30,0,-5
2012,1,9,6,30,0,-5
2012,1,9,7,30,0,-5
2012,1,9,8,30,32,-4
2012,1,9,9,30,113,-2
2012,1,9,10,30,201,0
2012,1,9,11,30,310,0
2012,1,9,12,30,476,0
2012,1,9,13,30,305,1
2012,1,9,14,30,370,1
2012,1,9,15,30,142,0
2012,1,9,16,30,90,-1
2012,1,9,17,30,0,-2
2012,1,9,18,30,0,-2
2012,1,9,19,30,0,-2
2012,1,9,20,30,0,-3
2012,1,9,21,30,0,-3
2012,1,9,22,30,0,-3
2012,1,9,23,30,0,-3
2012,1,10,0,30,0,-3
2012,1,10,1,30,0,-4
2012,1,10,2,30,0,-5
2012,1,10,3,30,0,-5
2012,1,10,4,30,0,-5
2012,1,10,5,30,0,-5
2012,1,10,6,30,0,-6
2012,1,10,7,30,0,-5
2012,1,10,8,30,67,-3
2012,1,10,9,30,140,-1
2012,1,10,10,30,223,0
2012,1,10,11,30,287,2
2012,1,10,12,30,330,3
2012,1,10,13,30,323,4
2012,1,10,14,30,223,3
2012,1,10,15,30,181,2
2012,1,10,16,30,31,0
2012,1,10,17,30,0,0
2012,1,10,18,30,0,0
2012,1,10,19,30,0,0
2012,1,10,20,30,0,-1
2012,1,10,21,30,0,-2
2012,1,10,22,30,0,-3
2012,1,10,23,30,0,-4
2012,1,11,0,30,0,-5
2012,1,11,1,30,0,-5
2012,1,11,2,30,0,-5
2012,1,11,3,30,0,-6
2012,1,11,4,30,0,-6
2012,1,11,5,30,0,-6
2012,1,11,6,30,0,-6
2012,1,11,7,30,0,-6
2012,1,11,8,30,75,-5
2012,1,11,9,30,239,-4
2012,1,11,10,30,382,-2
2012,1,11,11,30,458,-1
2012,1,11,12,30,500,-1
2012,1,11,13,30,480,-1
2012,1,11,14,30,398,-1
2012,1,11,15,30,266,-2
2012,1,11,16,30,105,-4
2012,1,11,17,30,0,-6
2012,1,11,18,30,0,-7
2012,1,11,19,30,0,-7
2012,1,11,20,30,0,-7
2012,1,11,21,30,0,-7
2012,1,11,22,30,0,-7
2012,1,11,23,30,0,-7
2012,1,12,0,30,0,-7
2012,1,12,1,30,0,-7
2012,1,12,2,30,0,-8
2012,1,12,3,30,0,-8
2012,1,12,4,30,0,-8
2012,1,12,5,30,0,-8
2012,1,12,6,30,0,-9
2012,1,12,7,30,0,-9
2012,1,12,8,30,79,-8
2012,1,12,9,30,147,-6
2012,1,12,10,30,255,-4
2012,1,12,11,30,478,-2
2012,1,12,12,30,515,-1
2012,1,12,13,30,490,-1
2012,1,12,14,30,407,-1
2012,1,12,15,30,274,-2
2012,1,12,16,30,110,-4
2012,1,12,17,30,0,-5
2012,1,12,18,30,0,-6
2012,1,12,19,30,0,-6
2012,1,12,20,30,0,-7
2012,1,12,21,30,0,-7
2012,1,12,22,30,0,-7
2012,1,12,23,30,0,-7
2012,1,13,0,30,0,-7
2012,1,13,1,30,0,-7
2012,1,13,2,30,0,-7
2012,1,13,3,30,0,-8
2012,1,13,4,30,0,-9
2012,1,13,5,30,0,-9
2012,1,13,6,30,0,-10
2012,1,13,7,30,0,-9
2012,1,13,8,30,74,-7
2012,1,13,9,30,235,-4
2012,1,13,10,30,376,-1
2012,1,13,11,30,468,0
2012,1,13,12,30,505,1
2012,1,13,13,30,482,2
2012,1,13,14,30,400,2
2012,1,13,15,30,269,1
2012,1,13,16,30,109,0
2012,1,13,17,30,0,0
2012,1,13,18,30,0,-1
2012,1,13,19,30,0,-3
2012,1,13,20,30,0,-4
2012,1,13,21,30,0,-4
2012,1,13,22,30,0,-5
2012,1,13,23,30,0,-5
2012,1,14,0,30,0,-5
2012,1,14,1,30,0,-5
2012,1,14,2,30,0,-6
2012,1,14,3,30,0,-6
2012,1,14,4,30,0,-6
2012,1,14,5,30,0,-7
2012,1,14,6,30,0,-7
2012,1,14,7,30,0,-6
2012,1,14,8,30,76,-3
2012,1,14,9,30,152,0
2012,1,14,10,30,375,2
2012,1,14,11,30,467,5
2012,1,14,12,30,504,6
2012,1,14,13,30,482,6
2012,1,14,14,30,403,6
2012,1,14,15,30,275,3
2012,1,14,16,30,115,1
2012,1,14,17,30,0,0
2012,1,14,18,30,0,0
2012,1,14,19,30,0,0
2012,1,14,20,30,0,0
2012,1,14,21,30,0,0
2012,1,14,22,30,0,0
2012,1,14,23,30,0,-1
2012,1,15,0,30,0,-1
2012,1,15,1,30,0,-2
2012,1,15,2,30,0,-2
2012,1,15,3,30,0,-3
2012,1,15,4,30,0,-3
2012,1,15,5,30,0,-4
2012,1,15,6,30,0,-4
2012,1,15,7,30,0,-3
2012,1,15,8,30,43,-1
2012,1,15,9,30,135,1
2012,1,15,10,30,72,4
2012,1,15,11,30,121,5
2012,1,15,12,30,85,6
2012,1,15,13,30,57,5
2012,1,15,14,30,78,4
2012,1,15,15,30,36,3
2012,1,15,16,30,9,1
2012,1,15,17,30,0,0
2012,1,15,18,30,0,1
2012,1,15,19,30,0,1
2012,1,15,20,30,0,1
2012,1,15,21,30,0,1
2012,1,15,22,30,0,0
2012,1,15,23,30,0,0
2012,1,16,0,30,0,0
2012,1,16,1,30,0,-1
2012,1,16,2,30,0,-2
2012,1,16,3,30,0,-3
2012,1,16,4,30,0,-3
2012,1,16,5,30,0,-4
2012,1,16,6,30,0,-5
2012,1,16,7,30,0,-6
2012,1,16,8,30,7,-7
2012,1,16,9,30,132,-7
2012,1,16,10,30,183,-6
2012,1,16,11,30,114,-6
2012,1,16,12,30,10,-5
2012,1,16,13,30,160,-5
2012,1,16,14,30,16,-5
2012,1,16,15,30,15,-5
2012,1,16,16,30,71,-6
2012,1,16,17,30,0,-7
2012,1,16,18,30,0,-8
2012,1,16,19,30,0,-9
2012,1,16,20,30,0,-9
2012,1,16,21,30,0,-9
2012,1,16,22,30,0,-9
2012,1,16,23,30,0,-10
2012,1,17,0,30,0,-10
2012,1,17,1,30,0,-11
2012,1,17,2,30,0,-12
2012,1,17,3,30,0,-13
2012,1,17,4,30,0,-13
2012,1,17,5,30,0,-14
2012,1,17,6,30,0,-14
2012,1,17,7,30,0,-13
2012,1,17,8,30,84,-11
2012,1,17,9,30,254,-8
2012,1,17,10,30,399,-6
2012,1,17,11,30,494,-4
2012,1,17,12,30,532,-3
2012,1,17,13,30,508,-2
2012,1,17,14,30,425,-2
2012,1,17,15,30,292,-2
2012,1,17,16,30,126,-4
2012,1,17,17,30,0,-6
2012,1,17,18,30,0,-7
2012,1,17,19,30,0,-7
2012,1,17,20,30,0,-7
2012,1,17,21,30,0,-6
2012,1,17,22,30,0,-6
2012,1,17,23,30,0,-6
2012,1,18,0,30,0,-5
2012,1,18,1,30,0,-5
2012,1,18,2,30,0,-5
2012,1,18,3,30,0,-5
2012,1,18,4,30,0,-4
2012,1,18,5,30,0,-4
2012,1,18,6,30,0,-4
2012,1,18,7,30,0,-3
2012,1,18,8,30,12,-2
2012,1,18,9,30,35,0
2012,1,18,10,30,90,0
2012,1,18,11,30,225,1
2012,1,18,12,30,106,1
2012,1,18,13,30,55,0
2012,1,18,14,30,119,0
2012,1,18,15,30,148,0
2012,1,18,16,30,20,0
2012,1,18,17,30,0,0
2012,1,18,18,30,0,0
2012,1,18,19,30,0,0
2012,1,18,20,30,0,0
2012,1,18,21,30,0,0
2012,1,18,22,30,0,0
2012,1,18,23,30,0,0
2012,1,19,0,30,0,-1
2012,1,19,1,30,0,-1
2012,1,19,2,30,0,0
2012,1,19,3,30,0,0
2012,1,19,4,30,0,0
2012,1,19,5,30,0,0
2012,1,19,6,30,0,0
2012,1,19,7,30,0,0
2012,1,19,8,30,7,1
2012,1,19,9,30,103,2
2012,1,19,10,30,41,3
2012,1,19,11,30,153,4
2012,1,19,12,30,157,5
2012,1,19,13,30,128,4
2012,1,19,14,30,54,3
2012,1,19,15,30,10,3
2012,1,19,16,30,12,3
2012,1,19,17,30,0,3
2012,1,19,18,30,0,3
2012,1,19,19,30,0,2
2012,1,19,20,30,0,2
2012,1,19,21,30,0,1
2012,1,19,22,30,0,1
2012,1,19,23,30,0,1
2012,1,20,0,30,0,0
2012,1,20,1,30,0,0
2012,1,20,2,30,0,0
2012,1,20,3,30,0,0
2012,1,20,4,30,0,-1
2012,1,20,5,30,0,-1
2012,1,20,6,30,0,-1
2012,1,20,7,30,0,0
2012,1,20,8,30,7,0
2012,1,20,9,30,88,1
2012,1,20,10,30,59,2
2012,1,20,11,30,170,3
2012,1,20,12,30,155,3
2012,1,20,13,30,241,4
2012,1,20,14,30,271,3
2012,1,20,15,30,128,2
2012,1,20,16,30,56,1
2012,1,20,17,30,0,0
2012,1,20,18,30,0,0
2012,1,20,19,30,0,1
2012,1,20,20,30,0,1
2012,1,20,21,30,0,1
2012,1,20,22,30,0,1
2012,1,20,23,30,0,2
2012,1,21,0,30,0,2
2012,1,21,1,30,0,2
2012,1,21,2,30,0,2
2012,1,21,3,30,0,2
2012,1,21,4,30,0,2
2012,1,21,5,30,0,1
2012,1,21,6,30,0,1
2012,1,21,7,30,0,1
2012,1,21,8,30,7,1
2012,1,21,9,30,31,1
2012,1,21,10,30,16,1
2012,1,21,11,30,29,0
2012,1,21,12,30,26,0
2012,1,21,13,30,10,0
2012,1,21,14,30,16,0
2012,1,21,15,30,59,0
2012,1,21,16,30,9,0
2012,1,21,17,30,0,0
2012,1,21,18,30,0,0
2012,1,21,19,30,0,0
2012,1,21,20,30,0,0
2012,1,21,21,30,0,-1
2012,1,21,22,30,0,-2
2012,1,21,23,30,0,-3
2012,1,22,0,30,0,-4
2012,1,22,1,30,0,-4
2012,1,22,2,30,0,-5
2012,1,22,3,30,0,-6
2012,1,22,4,30,0,-7
2012,1,22,5,30,0,-8
2012,1,22,6,30,0,-9
2012,1,22,7,30,0,-9
2012,1,22,8,30,93,-7
2012,1,22,9,30,261,-4
2012,1,22,10,30,115,-2
2012,1,22,11,30,485,-1
2012,1,22,12,30,523,-1
2012,1,22,13,30,499,-1
2012,1,22,14,30,417,-1
2012,1,22,15,30,286,-1
2012,1,22,16,30,34,-3
2012,1,22,17,30,0,-4
2012,1,22,18,30,0,-5
2012,1,22,19,30,0,-5
2012,1,22,20,30,0,-5
2012,1,22,21,30,0,-5
2012,1,22,22,30,0,-5
2012,1,22,23,30,0,-5
2012,1,23,0,30,0,-5
2012,1,23,1,30,0,-6
2012,1,23,2,30,0,-6
2012,1,23,3,30,0,-7
2012,1,23,4,30,0,-7
2012,1,23,5,30,0,-8
2012,1,23,6,30,0,-8
2012,1,23,7,30,0,-8
2012,1,23,8,30,86,-5
2012,1,23,9,30,166,-2
2012,1,23,10,30,70,0
2012,1,23,11,30,46,0
2012,1,23,12,30,131,0
2012,1,23,13,30,87,0
2012,1,23,14,30,44,0
2012,1,23,15,30,21,0
2012,1,23,16,30,16,0
2012,1,23,17,30,0,-1
2012,1,23,18,30,0,-2
2012,1,23,19,30,0,-2
2012,1,23,20,30,0,-3
2012,1,23,21,30,0,-4
2012,1,23,22,30,0,-5
2012,1,23,23,30,0,-5
2012,1,24,0,30,0,-5
2012,1,24,1,30,0,-6
2012,1,24,2,30,0,-6
2012,1,24,3,30,0,-6
2012,1,24,4,30,0,-6
2012,1,24,5,30,0,-7
2012,1,24,6,30,0,-7
2012,1,24,7,30,0,-7
2012,1,24,8,30,90,-6
2012,1,24,9,30,261,-4
2012,1,24,10,30,169,-2
2012,1,24,11,30,515,-1
2012,1,24,12,30,453,-1
2012,1,24,13,30,389,-1
2012,1,24,14,30,454,-1
