Year,Month,Day,Hour,Minute,GHI,Temperature
2017,1,1,0,30,0,-12
2017,1,1,1,30,0,-13
2017,1,1,2,30,0,-12
2017,1,1,3,30,0,-12
2017,1,1,4,30,0,-12
2017,1,1,5,30,0,-12
2017,1,1,6,30,0,-12
2017,1,1,7,30,0,-12
2017,1,1,8,30,68,-10
2017,1,1,9,30,223,-7
2017,1,1,10,30,206,-4
2017,1,1,11,30,263,-2
2017,1,1,12,30,478,-1
2017,1,1,13,30,310,0
2017,1,1,14,30,213,0
2017,1,1,15,30,134,-2
2017,1,1,16,30,42,-4
2017,1,1,17,30,0,-5
2017,1,1,18,30,0,-6
2017,1,1,19,30,0,-6
2017,1,1,20,30,0,-6
2017,1,1,21,30,0,-7
2017,1,1,22,30,0,-7
2017,1,1,23,30,0,-7
2017,1,2,0,30,0,-8
2017,1,2,1,30,0,-8
2017,1,2,2,30,0,-8
2017,1,2,3,30,0,-9
2017,1,2,4,30,0,-9
2017,1,2,5,30,0,-9
2017,1,2,6,30,0,-9
2017,1,2,7,30,0,-9
2017,1,2,8,30,46,-8
2017,1,2,9,30,151,-5
2017,1,2,10,30,243,-3
2017,1,2,11,30,362,-2
2017,1,2,12,30,332,-2
2017,1,2,13,30,419,-2
2017,1,2,14,30,29,-2
2017,1,2,15,30,18,-3
2017,1,2,16,30,6,-5
2017,1,2,17,30,0,-6
2017,1,2,18,30,0,-7
2017,1,2,19,30,0,-8
2017,1,2,20,30,0,-8
2017,1,2,21,30,0,-8
2017,1,2,22,30,0,-7
2017,1,2,23,30,0,-7
2017,1,3,0,30,0,-8
2017,1,3,1,30,0,-8
2017,1,3,2,30,0,-8
2017,1,3,3,30,0,-8
2017,1,3,4,30,0,-8
2017,1,3,5,30,0,-8
2017,1,3,6,30,0,-8
2017,1,3,7,30,0,-8
2017,1,3,8,30,15,-7
2017,1,3,9,30,50,-6
2017,1,3,10,30,81,-4
2017,1,3,11,30,258,-2
2017,1,3,12,30,377,-1
2017,1,3,13,30,141,-1
2017,1,3,14,30,227,-1
2017,1,3,15,30,144,-1
2017,1,3,16,30,48,-1
2017,1,3,17,30,0,-2
2017,1,3,18,30,0,-3
2017,1,3,19,30,0,-3
2017,1,3,20,30,0,-3
2017,1,3,21,30,0,-4
2017,1,3,22,30,0,-4
2017,1,3,23,30,0,-4
2017,1,4,0,30,0,-4
2017,1,4,1,30,0,-4
2017,1,4,2,30,0,-3
2017,1,4,3,30,0,-3
2017,1,4,4,30,0,-2
2017,1,4,5,30,0,-1
2017,1,4,6,30,0,-1
2017,1,4,7,30,0,0
2017,1,4,8,30,11,0
2017,1,4,9,30,37,0
2017,1,4,10,30,61,0
2017,1,4,11,30,80,0
2017,1,4,12,30,60,0
2017,1,4,13,30,76,0
2017,1,4,14,30,177,0
2017,1,4,15,30,114,0
2017,1,4,16,30,39,0
2017,1,4,17,30,0,0
2017,1,4,18,30,0,0
2017,1,4,19,30,0,0
2017,1,4,20,30,0,-1
2017,1,4,21,30,0,-3
2017,1,4,22,30,0,-5
2017,1,4,23,30,0,-6
2017,1,5,0,30,0,-8
2017,1,5,1,30,0,-9
2017,1,5,2,30,0,-10
2017,1,5,3,30,0,-11
2017,1,5,4,30,0,-12
2017,1,5,5,30,0,-12
2017,1,5,6,30,0,-13
2017,1,5,7,30,0,-13
2017,1,5,8,30,42,-13
2017,1,5,9,30,137,-12
2017,1,5,10,30,219,-10
2017,1,5,11,30,181,-10
2017,1,5,12,30,29,-9
2017,1,5,13,30,185,-9
2017,1,5,14,30,167,-9
2017,1,5,15,30,109,-10
2017,1,5,16,30,39,-12
2017,1,5,17,30,0,-15
2017,1,5,18,30,0,-17
2017,1,5,19,30,0,-18
2017,1,5,20,30,0,-19
2017,1,5,21,30,0,-20
2017,1,5,22,30,0,-20
2017,1,5,23,30,0,-21
2017,1,6,0,30,0,-21
2017,1,6,1,30,0,-21
2017,1,6,2,30,0,-21
2017,1,6,3,30,0,-22
