Year,Month,Day,Hour,Minute,GHI,Temperature
2010,1,1,0,30,0,-7
2010,1,1,1,30,0,-8
2010,1,1,2,30,0,-8
2010,1,1,3,30,0,-8
2010,1,1,4,30,0,-8
2010,1,1,5,30,0,-8
2010,1,1,6,30,0,-8
2010,1,1,7,30,0,-8
2010,1,1,8,30,25,-6
2010,1,1,9,30,137,-4
2010,1,1,10,30,142,-2
2010,1,1,11,30,295,0
2010,1,1,12,30,286,0
2010,1,1,13,30,222,0
2010,1,1,14,30,120,0
2010,1,1,15,30,92,0
2010,1,1,16,30,41,0
2010,1,1,17,30,0,0
2010,1,1,18,30,0,0
2010,1,1,19,30,0,0
2010,1,1,20,30,0,0
2010,1,1,21,30,0,0
2010,1,1,22,30,0,0
2010,1,1,23,30,0,0
2010,1,2,0,30,0,0
2010,1,2,1,30,0,0
2010,1,2,2,30,0,0
2010,1,2,3,30,0,0
2010,1,2,4,30,0,-1
2010,1,2,5,30,0,-2
2010,1,2,6,30,0,-3
2010,1,2,7,30,0,-4
2010,1,2,8,30,68,-3
2010,1,2,9,30,225,-2
2010,1,2,10,30,263,0
2010,1,2,11,30,451,0
2010,1,2,12,30,483,0
2010,1,2,13,30,455,0
2010,1,2,14,30,224,0
2010,1,2,15,30,235,0
2010,1,2,16,30,79,0
2010,1,2,17,30,0,0
2010,1,2,18,30,0,-1
2010,1,2,19,30,0,-2
2010,1,2,20,30,0,-3
2010,1,2,21,30,0,-4
2010,1,2,22,30,0,-5
2010,1,2,23,30,0,-6
2010,1,3,0,30,0,-6
2010,1,3,1,30,0,-7
2010,1,3,2,30,0,-8
2010,1,3,3,30,0,-8
2010,1,3,4,30,0,-7
2010,1,3,5,30,0,-7
2010,1,3,6,30,0,-7
2010,1,3,7,30,0,-7
2010,1,3,8,30,38,-6
2010,1,3,9,30,226,-5
2010,1,3,10,30,363,-2
2010,1,3,11,30,452,0
2010,1,3,12,30,485,0
2010,1,3,13,30,456,0
2010,1,3,14,30,370,0
2010,1,3,15,30,236,0
2010,1,3,16,30,79,0
