Year,Month,Day,Hour,Minute,GHI,Temperature
2007,1,1,0,30,0,-6
2007,1,1,1,30,0,-6
2007,1,1,2,30,0,-7
2007,1,1,3,30,0,-7
2007,1,1,4,30,0,-7
2007,1,1,5,30,0,-7
2007,1,1,6,30,0,-8
2007,1,1,7,30,0,-8
2007,1,1,8,30,60,-7
2007,1,1,9,30,207,-6
2007,1,1,10,30,340,-4
2007,1,1,11,30,288,-2
2007,1,1,12,30,340,-1
2007,1,1,13,30,431,-1
2007,1,1,14,30,349,-1
2007,1,1,15,30,222,-2
2007,1,1,16,30,72,-4
2007,1,1,17,30,0,-6
2007,1,1,18,30,0,-7
2007,1,1,19,30,0,-8
2007,1,1,20,30,0,-8
2007,1,1,21,30,0,-8
2007,1,1,22,30,0,-7
2007,1,1,23,30,0,-7
2007,1,2,0,30,0,-7
2007,1,2,1,30,0,-8
2007,1,2,2,30,0,-7
2007,1,2,3,30,0,-7
2007,1,2,4,30,0,-7
2007,1,2,5,30,0,-7
2007,1,2,6,30,0,-7
2007,1,2,7,30,0,-8
2007,1,2,8,30,48,-6
2007,1,2,9,30,104,-4
2007,1,2,10,30,246,-2
2007,1,2,11,30,319,0
2007,1,2,12,30,296,0
2007,1,2,13,30,272,0
2007,1,2,14,30,132,0
2007,1,2,15,30,66,0
2007,1,2,16,30,38,0
2007,1,2,17,30,0,-1
2007,1,2,18,30,0,-2
2007,1,2,19,30,0,-2
2007,1,2,20,30,0,-3
2007,1,2,21,30,0,-3
2007,1,2,22,30,0,-3
2007,1,2,23,30,0,-4
2007,1,3,0,30,0,-5
2007,1,3,1,30,0,-6
2007,1,3,2,30,0,-6
2007,1,3,3,30,0,-7
2007,1,3,4,30,0,-7
2007,1,3,5,30,0,-7
2007,1,3,6,30,0,-7
2007,1,3,7,30,0,-6
2007,1,3,8,30,36,-3
2007,1,3,9,30,109,-1
2007,1,3,10,30,227,1
2007,1,3,11,30,335,2
2007,1,3,12,30,292,3
2007,1,3,13,30,231,3
2007,1,3,14,30,112,3
2007,1,3,15,30,92,2
2007,1,3,16,30,27,0
2007,1,3,17,30,0,0
2007,1,3,18,30,0,0
2007,1,3,19,30,0,0
2007,1,3,20,30,0,0
2007,1,3,21,30,0,0
2007,1,3,22,30,0,0
2007,1,3,23,30,0,0
2007,1,4,0,30,0,0
2007,1,4,1,30,0,0
2007,1,4,2,30,0,0
2007,1,4,3,30,0,0
2007,1,4,4,30,0,0
2007,1,4,5,30,0,0
2007,1,4,6,30,0,0
2007,1,4,7,30,0,0
2007,1,4,8,30,1,0
2007,1,4,9,30,6,0
2007,1,4,10,30,60,0
2007,1,4,11,30,38,0
2007,1,4,12,30,14,0
2007,1,4,13,30,19,0
2007,1,4,14,30,40,0
2007,1,4,15,30,23,-1
2007,1,4,16,30,7,-2
2007,1,4,17,30,0,-3
2007,1,4,18,30,0,-3
2007,1,4,19,30,0,-3
2007,1,4,20,30,0,-4
2007,1,4,21,30,0,-4
2007,1,4,22,30,0,-4
2007,1,4,23,30,0,-5
2007,1,5,0,30,0,-5
2007,1,5,1,30,0,-6
2007,1,5,2,30,0,-6
2007,1,5,3,30,0,-6
2007,1,5,4,30,0,-7
2007,1,5,5,30,0,-7
2007,1,5,6,30,0,-8
2007,1,5,7,30,0,-8
2007,1,5,8,30,26,-7
2007,1,5,9,30,116,-6
2007,1,5,10,30,207,-5
2007,1,5,11,30,445,-5
2007,1,5,12,30,170,-4
2007,1,5,13,30,157,-4
2007,1,5,14,30,63,-4
2007,1,5,15,30,240,-5
2007,1,5,16,30,85,-7
2007,1,5,17,30,0,-9
2007,1,5,18,30,0,-10
2007,1,5,19,30,0,-10
2007,1,5,20,30,0,-11
2007,1,5,21,30,0,-11
2007,1,5,22,30,0,-11
2007,1,5,23,30,0,-12
2007,1,6,0,30,0,-12
2007,1,6,1,30,0,-13
2007,1,6,2,30,0,-14
2007,1,6,3,30,0,-15
2007,1,6,4,30,0,-15
2007,1,6,5,30,0,-14
2007,1,6,6,30,0,-13
2007,1,6,7,30,0,-12
2007,1,6,8,30,9,-10
2007,1,6,9,30,54,-8
2007,1,6,10,30,99,-6
2007,1,6,11,30,74,-4
2007,1,6,12,30,74,-3
2007,1,6,13,30,259,-2
2007,1,6,14,30,108,-2
2007,1,6,15,30,100,-2
2007,1,6,16,30,22,-3
2007,1,6,17,30,0,-4
2007,1,6,18,30,0,-6
2007,1,6,19,30,0,-8
2007,1,6,20,30,0,-9
2007,1,6,21,30,0,-10
2007,1,6,22,30,0,-11
2007,1,6,23,30,0,-11
2007,1,7,0,30,0,-11
2007,1,7,1,30,0,-11
2007,1,7,2,30,0,-11
2007,1,7,3,30,0,-11
2007,1,7,4,30,0,-11
2007,1,7,5,30,0,-11
2007,1,7,6,30,0,-10
2007,1,7,7,30,0,-10
2007,1,7,8,30,68,-9
2007,1,7,9,30,225,-7
2007,1,7,10,30,361,-5
2007,1,7,11,30,452,-3
2007,1,7,12,30,486,-2
2007,1,7,13,30,460,-1
2007,1,7,14,30,377,-1
2007,1,7,15,30,245,-2
2007,1,7,16,30,88,-4
2007,1,7,17,30,0,-5
2007,1,7,18,30,0,-6
2007,1,7,19,30,0,-7
2007,1,7,20,30,0,-8
2007,1,7,21,30,0,-8
2007,1,7,22,30,0,-8
2007,1,7,23,30,0,-8
2007,1,8,0,30,0,-8
2007,1,8,1,30,0,-9
2007,1,8,2,30,0,-9
2007,1,8,3,30,0,-9
2007,1,8,4,30,0,-10
2007,1,8,5,30,0,-10
2007,1,8,6,30,0,-10
2007,1,8,7,30,0,-9
2007,1,8,8,30,5,-7
2007,1,8,9,30,224,-4
2007,1,8,10,30,144,-1
2007,1,8,11,30,181,0
2007,1,8,12,30,207,1
2007,1,8,13,30,234,2
2007,1,8,14,30,177,2
2007,1,8,15,30,168,1
2007,1,8,16,30,90,0
2007,1,8,17,30,0,0
2007,1,8,18,30,0,0
2007,1,8,19,30,0,-1
2007,1,8,20,30,0,-2
2007,1,8,21,30,0,-2
2007,1,8,22,30,0,-2
2007,1,8,23,30,0,-3
2007,1,9,0,30,0,-3
2007,1,9,1,30,0,-4
2007,1,9,2,30,0,-4
2007,1,9,3,30,0,-4
2007,1,9,4,30,0,-4
2007,1,9,5,30,0,-4
2007,1,9,6,30,0,-4
2007,1,9,7,30,0,-4
2007,1,9,8,30,72,-2
2007,1,9,9,30,232,0
2007,1,9,10,30,372,1
2007,1,9,11,30,465,2
2007,1,9,12,30,500,3
2007,1,9,13,30,475,4
2007,1,9,14,30,390,3
2007,1,9,15,30,257,2
2007,1,9,16,30,97,1
2007,1,9,17,30,0,0
2007,1,9,18,30,0,-1
2007,1,9,19,30,0,-2
2007,1,9,20,30,0,-3
2007,1,9,21,30,0,-3
2007,1,9,22,30,0,-3
2007,1,9,23,30,0,-4
2007,1,10,0,30,0,-4
2007,1,10,1,30,0,-4
2007,1,10,2,30,0,-4
2007,1,10,3,30,0,-5
2007,1,10,4,30,0,-4
2007,1,10,5,30,0,-4
2007,1,10,6,30,0,-4
2007,1,10,7,30,0,-3
2007,1,10,8,30,35,-1
2007,1,10,9,30,166,0
2007,1,10,10,30,332,2
2007,1,10,11,30,243,3
2007,1,10,12,30,190,3
2007,1,10,13,30,271,3
2007,1,10,14,30,62,2
2007,1,10,15,30,31,1
2007,1,10,16,30,18,0
2007,1,10,17,30,0,0
2007,1,10,18,30,0,0
2007,1,10,19,30,0,0
2007,1,10,20,30,0,0
2007,1,10,21,30,0,0
2007,1,10,22,30,0,0
2007,1,10,23,30,0,0
2007,1,11,0,30,0,-1
2007,1,11,1,30,0,-2
2007,1,11,2,30,0,-3
2007,1,11,3,30,0,-3
2007,1,11,4,30,0,-4
2007,1,11,5,30,0,-5
2007,1,11,6,30,0,-6
2007,1,11,7,30,0,-6
2007,1,11,8,30,13,-5
2007,1,11,9,30,9,-4
2007,1,11,10,30,36,-4
2007,1,11,11,30,218,-4
2007,1,11,12,30,21,-4
2007,1,11,13,30,20,-4
2007,1,11,14,30,67,-5
2007,1,11,15,30,145,-5
2007,1,11,16,30,42,-6
2007,1,11,17,30,0,-7
2007,1,11,18,30,0,-8
2007,1,11,19,30,0,-8
2007,1,11,20,30,0,-9
2007,1,11,21,30,0,-9
2007,1,11,22,30,0,-10
2007,1,11,23,30,0,-10
2007,1,12,0,30,0,-11
2007,1,12,1,30,0,-11
2007,1,12,2,30,0,-11
2007,1,12,3,30,0,-12
2007,1,12,4,30,0,-12
2007,1,12,5,30,0,-12
2007,1,12,6,30,0,-12
2007,1,12,7,30,0,-13
2007,1,12,8,30,13,-12
2007,1,12,9,30,170,-10
2007,1,12,10,30,332,-9
2007,1,12,11,30,287,-7
2007,1,12,12,30,514,-7
2007,1,12,13,30,202,-7
2007,1,12,14,30,184,-7
2007,1,12,15,30,152,-8
2007,1,12,16,30,37,-9
2007,1,12,17,30,0,-10
2007,1,12,18,30,0,-11
2007,1,12,19,30,0,-12
2007,1,12,20,30,0,-13
2007,1,12,21,30,0,-13
2007,1,12,22,30,0,-13
2007,1,12,23,30,0,-13
2007,1,13,0,30,0,-13
2007,1,13,1,30,0,-13
2007,1,13,2,30,0,-13
2007,1,13,3,30,0,-13
2007,1,13,4,30,0,-14
2007,1,13,5,30,0,-14
2007,1,13,6,30,0,-14
2007,1,13,7,30,0,-13
2007,1,13,8,30,68,-13
2007,1,13,9,30,230,-12
2007,1,13,10,30,376,-11
2007,1,13,11,30,474,-10
2007,1,13,12,30,513,-10
2007,1,13,13,30,490,-10
2007,1,13,14,30,401,-10
2007,1,13,15,30,266,-11
2007,1,13,16,30,104,-12
2007,1,13,17,30,0,-13
2007,1,13,18,30,0,-14
2007,1,13,19,30,0,-14
2007,1,13,20,30,0,-15
2007,1,13,21,30,0,-15
2007,1,13,22,30,0,-16
2007,1,13,23,30,0,-16
2007,1,14,0,30,0,-16
2007,1,14,1,30,0,-16
2007,1,14,2,30,0,-17
2007,1,14,3,30,0,-17
2007,1,14,4,30,0,-17
2007,1,14,5,30,0,-17
2007,1,14,6,30,0,-17
2007,1,14,7,30,0,-17
2007,1,14,8,30,79,-16
2007,1,14,9,30,248,-13
2007,1,14,10,30,395,-11
2007,1,14,11,30,492,-10
2007,1,14,12,30,531,-10
2007,1,14,13,30,505,-10
2007,1,14,14,30,420,-10
2007,1,14,15,30,283,-10
2007,1,14,16,30,116,-12
2007,1,14,17,30,0,-14
2007,1,14,18,30,0,-15
2007,1,14,19,30,0,-15
2007,1,14,20,30,0,-16
2007,1,14,21,30,0,-16
2007,1,14,22,30,0,-17
2007,1,14,23,30,0,-17
2007,1,15,0,30,0,-17
2007,1,15,1,30,0,-17
2007,1,15,2,30,0,-17
2007,1,15,3,30,0,-18
2007,1,15,4,30,0,-18
2007,1,15,5,30,0,-18
2007,1,15,6,30,0,-18
2007,1,15,7,30,0,-17
2007,1,15,8,30,80,-15
2007,1,15,9,30,248,-13
2007,1,15,10,30,393,-11
2007,1,15,11,30,488,-10
2007,1,15,12,30,526,-9
2007,1,15,13,30,501,-8
2007,1,15,14,30,416,-8
2007,1,15,15,30,280,-9
2007,1,15,16,30,115,-11
2007,1,15,17,30,0,-12
2007,1,15,18,30,0,-13
2007,1,15,19,30,0,-13
2007,1,15,20,30,0,-14
2007,1,15,21,30,0,-14
2007,1,15,22,30,0,-15
2007,1,15,23,30,0,-15
2007,1,16,0,30,0,-15
2007,1,16,1,30,0,-15
2007,1,16,2,30,0,-15
2007,1,16,3,30,0,-15
2007,1,16,4,30,0,-15
2007,1,16,5,30,0,-15
2007,1,16,6,30,0,-15
2007,1,16,7,30,0,-15
2007,1,16,8,30,79,-14
2007,1,16,9,30,246,-11
2007,1,16,10,30,391,-9
2007,1,16,11,30,489,-7
2007,1,16,12,30,529,-6
2007,1,16,13,30,505,-5
2007,1,16,14,30,422,-5
2007,1,16,15,30,287,-5
2007,1,16,16,30,121,-7
2007,1,16,17,30,0,-9
2007,1,16,18,30,0,-11
2007,1,16,19,30,0,-12
2007,1,16,20,30,0,-12
2007,1,16,21,30,0,-13
2007,1,16,22,30,0,-13
2007,1,16,23,30,0,-14
2007,1,17,0,30,0,-14
2007,1,17,1,30,0,-14
2007,1,17,2,30,0,-14
2007,1,17,3,30,0,-14
2007,1,17,4,30,0,-14
2007,1,17,5,30,0,-14
2007,1,17,6,30,0,-15
2007,1,17,7,30,0,-14
2007,1,17,8,30,82,-11
2007,1,17,9,30,251,-8
2007,1,17,10,30,398,-6
2007,1,17,11,30,494,-5
2007,1,17,12,30,532,-4
2007,1,17,13,30,508,-4
2007,1,17,14,30,424,-4
2007,1,17,15,30,290,-4
2007,1,17,16,30,124,-6
2007,1,17,17,30,0,-8
2007,1,17,18,30,0,-8
2007,1,17,19,30,0,-9
2007,1,17,20,30,0,-10
2007,1,17,21,30,0,-10
2007,1,17,22,30,0,-10
